adult,budget,genres,id,original_language,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,title,vote_average,vote_count,collection_name,collection_id,genre_ids,production_companies_ids,actor_1_name,actor_1_gender,actor_1_id,actor_2_name,actor_2_gender,actor_2_id,actor_3_name,actor_3_gender,actor_3_id,actor_4_name,actor_4_gender,actor_4_id,actor_5_name,actor_5_gender,actor_5_id,director_name,director_gender,director_id,keyword_1_name,keyword_1_id,keyword_2_name,keyword_2_id,keyword_3_name,keyword_3_id,keyword_4_name,keyword_4_id,keyword_5_name,keyword_5_id
False,63000000,"Animation, Comedy, Family",50359,en,8.904488,"Universal Pictures, Illumination Entertainment",GB,2011-03-30,183953723.0,95.0,"English, 日本語, ภาษาไทย",Hop,5.5,338.0,,,"16, 35, 10751","33, 6704",Russell Brand,2,59919,James Marsden,2,11006,Kaley Cuoco,1,53862,Hank Azaria,2,5587,Elizabeth Perkins,1,20,Tim Hill,2,49903,coup d'etat,6285,slacker,8631,easter,9921,easter bunny,9923,aftercreditsstinger,179430
False,6000000,"Adventure, Drama, Action",58857,ja,9.534232,"Toho Company, Sedic International","JP, GB",2010-09-09,17555141.0,141.0,日本語,13 Assassins,7.1,362.0,,,"12, 18, 28","882, 7912",Koji Yakusho,2,18056,Takayuki Yamada,0,74377,Yusuke Iseya,2,70209,Gorô Inagaki,0,228466,Kazue Fukiishi,1,58601,Takashi Miike,0,17282,japan,233,suicide,236,samurai,1462,immortality,4978,remake,9714
False,30000000,"Action, Thriller, Adventure",50456,en,8.071196,"Focus Features, Neunte Babelsberg Film, Holleran Company, Sechzehnte Babelsberg Film","DE, GB, US",2011-04-07,63782078.0,111.0,"English, Français, Deutsch, Italiano, العربية, Español",Hanna,6.5,1284.0,,,"28, 53, 12","10146, 14684, 21439, 23919",Saoirse Ronan,1,36592,Eric Bana,2,8783,Vicky Krieps,1,1080195,Cate Blanchett,1,112,Tom Hollander,2,2441,Joe Wright,2,36588,assassin,782,self sacrifice,1430,strip club,3688,secret agent,4289,training,4613
False,40000000,"Comedy, Romance",49012,en,9.698075,Warner Bros.,US,2011-04-08,45735397.0,110.0,English,Arthur,5.3,270.0,,,"35, 10749",6194,Russell Brand,2,59919,Helen Mirren,1,15735,Greta Gerwig,1,45400,Jennifer Garner,1,9278,Geraldine James,1,11855,Jason Winer,2,141675,nanny,2341,remake,9714,billionaire,12547,nail gun,14645,overbearing mother,14646
False,40000000,"Horror, Mystery",41446,en,10.000721,Dimension Films,US,2011-04-11,97138686.0,111.0,English,Scream 4,6.1,930.0,Scream Collection,2602,"27, 9648",7405,David Arquette,2,15234,Neve Campbell,1,9206,Courteney Cox,1,14405,Emma Roberts,1,34847,Hayden Panettiere,1,17265,Wes Craven,2,5140,sheriff,798,book,3096,knife,4728,horror,8087,rescue,10084
False,90000000,"Animation, Adventure, Comedy, Family",46195,en,10.403228,"Blue Sky Studios, Twentieth Century Fox Animation",US,2011-04-03,484635760.0,96.0,"English, Português",Rio,6.5,2213.0,Rio Collection,229932,"16, 12, 35, 10751","9383, 11749",Jesse Eisenberg,2,44735,Anne Hathaway,1,1813,Leslie Mann,1,41087,Jane Lynch,1,43775,Will.i.am,2,82092,Carlos Saldanha,2,5714,brazil,1161,pet,2551,bird,2646,musical,4344,canary,7453
False,7400000,"Drama, Science Fiction",62215,da,8.124767,"Zentropa Entertainments, Det Danske Filminstitut, Danmarks Radio (DR), Memfis Film, Eurimages, Sveriges Television (SVT), Canal+, CinéCinéma, Slot Machine, Zentropa International Sweden, Zentropa International Köln, Liberator Productions, Swedish Film Institute, Centre National du Cinéma et de L'image Animée (CNC), Film i Väst, Filmstiftung Nordrhein-Westfalen, Legion Entertainment, Edition Video, Nordisk Film Distribution","DK, FR, DE, SE",2011-05-26,21817298.0,136.0,English,Melancholia,7.0,915.0,,,"18, 878","76, 118, 119, 321, 850, 3221, 5358, 6301, 7777, 8288, 8289, 11239, 14804, 17298, 17513, 27897, 38069, 38071, 38072",Kirsten Dunst,1,205,Charlotte Gainsbourg,1,4273,Kiefer Sutherland,2,2628,Charlotte Rampling,1,44079,John Hurt,2,5049,Lars von Trier,2,42,wedding reception,11327,power outage,14755,destruction of planet,14756,wedding toast,14757,,
False,150000000,"Adventure, Fantasy, Action",10195,en,29.158489,Marvel Studios,US,2011-04-21,449326618.0,115.0,English,Thor,6.6,6678.0,Thor Collection,131296,"12, 14, 28",420,Chris Hemsworth,2,74568,Natalie Portman,1,524,Tom Hiddleston,2,91606,Anthony Hopkins,2,4173,Stellan Skarsgård,2,1640,Kenneth Branagh,2,11181,new mexico,1508,banishment,5149,shield,5539,marvel comic,8828,hammer,9366
False,4000000,Comedy,48415,it,6.700081,"Medusa Film, Cattleya, Regione Campania, Campania Film Commission, Comune di Castellabate",IT,2010-10-01,65584679.0,102.0,Italiano,Welcome to the South,6.6,395.0,Benvenuti al... Collection,150967,35,"6246, 10102, 20388, 20389, 20390",Claudio Bisio,2,55914,Angela Finocchiaro,0,59640,Nando Paone,0,545137,Giacomo Rizzo,2,148255,Alessandro Siani,0,233334,Luca Miniero,0,223693,italy,131,cheating,1332,lie,2251,postman,4461,village,5331
False,20000000,"Thriller, Mystery",50671,en,5.47578,"Hammer Film Productions, Exclusive Media Group","GB, US",2011-02-10,0.0,91.0,English,The Resident,5.3,168.0,,,"53, 9648","1314, 11448",Christopher Lee,2,113,Lee Pace,2,72095,Hilary Swank,1,448,Jeffrey Dean Morgan,2,47296,Aunjanue Ellis,1,53923,Antti Jokinen,0,226771,underwear,3508,landlord,11318,undressing,14557,bathtub,14558,hammer horror,155730
False,38000000,"Drama, Romance",55787,en,7.649466,"Ingenious Media, Dune Entertainment, Fox 2000 Pictures, Flashpoint Entertainment, Big Screen Productions",US,2011-03-15,114156230.0,120.0,"English, Polski",Water for Elephants,6.7,879.0,,,"18, 10749","290, 444, 711, 7717, 10893",Robert Pattinson,2,11288,Reese Witherspoon,1,368,Christoph Waltz,2,27319,Tatum Etheridge,0,223518,Hal Holbrook,2,11066,Francis Lawrence,2,10943,clown,3199,elephant trainer,14613,veterinary,34134,,,,
False,0,"Action, Crime, Thriller, Drama",51209,en,5.981634,"Anchor Bay Films, Dundee Entertainment, Code Entertainment, Sweet William Productions",US,2011-03-10,1188194.0,106.0,English,Kill the Irishman,6.7,166.0,,,"28, 80, 53, 18","5860, 6802, 14589, 21815",Ray Stevenson,2,56614,Vincent D'Onofrio,2,7132,Val Kilmer,2,5576,Christopher Walken,2,4690,Linda Cardellini,1,1817,Jonathan Hensleigh,2,876,mafia,10391,car explosion,41019,reference to richard nixon,49957,garbage truck,57990,longshoreman,69467
False,125000000,"Action, Thriller, Crime",51497,en,1.420361,"Universal Pictures, Original Film, One Race Productions",US,2011-04-20,626137675.0,130.0,"English, Español, Português, Italiano",Fast Five,7.1,2491.0,The Fast and the Furious Collection,9485,"28, 53, 80","33, 333, 1225",Vin Diesel,2,12835,Paul Walker,2,8167,Jordana Brewster,1,22123,Tyrese Gibson,2,8169,Ludacris,2,8171,Justin Lin,0,58189,brazil,1161,fbi,1812,freedom,6089,escape from prison,9777,car crash,9844
False,6800000,"Drama, War, Mystery",46738,fr,8.596012,"TS Productions, Micro scope, Phi Group","CA, FR",2010-09-04,7103838.0,130.0,"Français, العربية, English",Incendies,7.9,496.0,,,"18, 10752, 9648","313, 7272, 7273",Lubna Azabal,1,77498,Mélissa Désormeaux-Poulin,1,84573,Maxim Gaudette,0,88592,Rémy Girard,2,38526,Allen Altman,2,196737,Denis Villeneuve,2,137427,prison,378,middle east,539,rape,570,muslim,789,militia,1550
False,18000000,"Family, Action, Drama",43959,en,11.009053,"Mandalay Pictures, TriStar Pictures, Brookwell-McNamara Entertainment, FilmDistrict, Affirm Films",US,2011-04-08,47088990.0,106.0,English,Soul Surfer,6.9,355.0,,,"10751, 28, 18","551, 559, 3235, 7263, 10156",AnnaSophia Robb,1,1285,Helen Hunt,1,9994,Lorraine Nicholson,1,966053,Carrie Underwood,1,96091,Dennis Quaid,2,6065,Sean McNamara,2,129952,competition,271,based on novel,818,shark attack,2988,surfing,5349,biography,5565
False,35000000,"Comedy, Drama, Romance",49022,en,5.47309,"Alcon Entertainment, Wild Ocean Films, 2S Films",US,2011-05-05,59901913.0,112.0,English,Something Borrowed,5.9,304.0,,,"35, 18, 10749","1088, 38010, 38011",Kate Hudson,1,11661,Ginnifer Goodwin,1,417,John Krasinski,2,17697,Colin Egglesfield,2,83225,Ashley Williams,1,122888,Luke Greenfield,2,65734,new york,242,alcohol,567,based on novel,818,secret,1328,cheating,1332
False,32500000,"Comedy, Romance",55721,en,6.810991,"Universal Pictures, Relativity Media, Apatow Productions",US,2011-04-28,288383523.0,125.0,English,Bridesmaids,6.5,1697.0,,,"35, 10749","33, 7295, 10105",Kristen Wiig,1,41091,Rose Byrne,1,9827,Maya Rudolph,1,52792,Wendi McLendon-Covey,1,63234,Ellie Kemper,1,475512,Paul Feig,2,116805,competition,271,jealousy,931,fight,1721,materialism,3431,bridesmaid,3584
False,60000000,"Action, Science Fiction, Fantasy, Thriller, Horror",38321,en,8.259952,"Screen Gems, Stars Road Entertainment, Buckaroo Entertainment, Michael De Luca Productions, TOKYOPOP",US,2011-05-05,78309131.0,87.0,"Português, English, ภาษาไทย",Priest,5.4,710.0,,,"28, 878, 14, 53, 27","3287, 8931, 11250, 11370, 22641",Paul Bettany,2,6162,Karl Urban,2,1372,Cam Gigandet,2,55086,Maggie Q,1,21045,Lily Collins,1,112561,Scott Stewart,0,116357,vampire,3133,crucifixion,3571,post-apocalyptic,4458,dystopia,4565,vampire hunter,9259
False,21000000,Drama,50780,en,5.484379,"Summit Entertainment, Participant Media, Imagenation Abu Dhabi FZ, Anonymous Content","AE, US",2011-02-11,970816.0,91.0,English,The Beaver,6.2,281.0,,,18,"491, 6735, 6736, 10039",Jodie Foster,1,1038,Mel Gibson,2,2461,Jennifer Lawrence,1,72129,Anton Yelchin,2,21028,Zachary Booth,2,205854,Jodie Foster,1,1038,puppet,6300,woman director,187056,,,,,,
False,380000000,"Adventure, Action, Fantasy",1865,en,27.88772,"Walt Disney Pictures, Jerry Bruckheimer Films, Moving Picture Company (MPC)",US,2011-05-14,1045713802.0,136.0,"English, Español",Pirates of the Caribbean: On Stranger Tides,6.4,5068.0,Pirates of the Caribbean Collection,295,"12, 28, 14","2, 130, 20478",Johnny Depp,2,85,Penélope Cruz,1,955,Ian McShane,2,6972,Kevin McNally,2,2449,Geoffrey Rush,2,118,Rob Marshall,2,17633,sea,658,captain,1316,mutiny,1860,sword,1938,prime minister,2569
False,30000000,"Fantasy, Comedy, Romance",59436,en,11.43256,"Gravier Productions, Televisió de Catalunya (TV3), Versátil Cinema, Mediapro, Pontchartrain Productions","ES, US",2011-05-11,151119219.0,94.0,"English, Français, Deutsch, Español",Midnight in Paris,7.4,2049.0,,,"14, 35, 10749","1824, 8530, 8531, 12010, 24785",Owen Wilson,2,887,Rachel McAdams,1,53714,Kurt Fuller,2,29685,Mimi Kennedy,1,91495,Michael Sheen,2,3968,Woody Allen,2,1243,paris,90,painter,437,detective,703,based on novel,818,screenwriter,888
False,0,Drama,63831,fr,7.95457,"France 2 Cinéma, Centre National de la Cinématographie, Lucky Red, Eurimages, Wild Bunch, Les Films Du Fleuve, Archipel 35, Canal+, CinéCinéma, France Télévision, Radio Télévision Belge Francophone (RTBF), Programme MEDIA de la Communauté Européenne, Belgacom TV, Région Wallone, Le Tax Shelter du Gouvernement Fédéral de Belgique, Taxshelter. be, Inver Invest, Casa Kafka Pictures, Dexia, Making Of, Soficinéma 7","BE, FR, IT",2011-05-18,0.0,87.0,Français,The Kid with a Bike,7.2,119.0,,,18,"83, 310, 779, 850, 856, 1926, 2695, 5358, 6301, 7454, 7466, 11248, 11919, 11920, 11921, 11922, 11923, 11924, 11925, 11926",Cécile de France,1,17522,Thomas Doret,2,238044,Jérémie Renier,2,51325,Fabrizio Rongione,2,70312,Olivier Gourmet,2,45152,Luc Dardenne,2,45138,redemption,11436,orphan,13014,bike,18185,pardon,33619,acceptance,208873
False,0,"Action, Thriller, Crime",51608,ko,9.023244,"Cinema Service, Opus Pictures, United Pictures",KR,2010-08-04,43059790.0,119.0,한국어/조선말,The Man from Nowhere,7.6,338.0,,,"28, 53, 80","868, 7270, 7271",Won Bin,2,70336,Kim Sae-ron,1,144591,Kim Tae-hoon,2,552067,Kim Hee-won,2,550683,Kim Seong-oh,0,1102155,Lee Jeong-Beom,0,144590,child labour,714,martial arts,779,assassin,782,hero,1701,hitman,2708
False,32000000,"Drama, Fantasy",8967,en,11.204539,"Fox Searchlight Pictures, Plan B Entertainment, River Road Entertainment",US,2011-05-18,54674226.0,139.0,English,The Tree of Life,6.5,1009.0,,,"18, 14","43, 81, 1246",Brad Pitt,2,287,Sean Penn,2,2228,Jessica Chastain,1,83002,Hunter McCracken,0,1715121,Finnegan Williams,0,1715122,Terrence Malick,2,30715,philosophy,490,father son relationship,494,red hair,794,brother sister relationship,1155,sun,1670
False,80000000,Comedy,45243,en,21.893532,"Legendary Pictures, Living Films, Green Hat Films, Warner Bros.",US,2011-05-25,254455986.0,102.0,"English, ภาษาไทย",The Hangover Part II,6.2,3836.0,The Hangover Collection,86119,35,"923, 2877, 3527, 6194",Bradley Cooper,2,51329,Ed Helms,2,27105,Zach Galifianakis,2,58225,Justin Bartha,2,21180,Ken Jeong,2,83586,Todd Phillips,2,57130,sun glasses,1381,interpol,6710,undercover cop,11199,hangover,11461,duringcreditsstinger,179431
False,32000000,Comedy,52077,fr,8.371842,"SCOPE Invest, TF1 Films Production, Canal+, CinéCinéma, Pathé, Scope Pictures, Région Wallone, Centre National de la Cinématographie (CNC), Les Productions du Ch'timi",FR,2010-12-15,0.0,108.0,"English, Français",Nothing to Declare,5.7,275.0,,,35,"2250, 3823, 5358, 6301, 7981, 11199, 11920, 18367, 23441",Julie Bernard,0,145297,Dany Boon,2,37627,Benoît Poelvoorde,2,47820,Christel Pedrinelli,0,145295,Joachim Ledeganck,0,145296,Dany Boon,2,37627,,,,,,,,,,
False,16000000,"Thriller, Drama, Horror",49950,en,8.453293,"Vertigo Entertainment, Screen Gems",US,2011-02-04,40492759.0,91.0,English,The Roommate,5.3,230.0,,,"53, 18, 27","829, 3287",Minka Kelly,1,96625,Leighton Meester,1,85825,Cam Gigandet,2,55086,Aly Michalka,1,90033,Matt Lanter,2,34202,Christian E. Christiansen,2,143079,jealousy,931,roommate,1253,obsession,1523,campus,8039,love,9673
False,9500000,"Crime, Drama, Thriller",44945,en,7.778097,"Nu Image Films, Millennium Films, Dark Harbor Stories",US,2010-09-10,120000.0,104.0,English,Trust,6.6,314.0,,,"80, 18, 53","925, 10254, 65129",Clive Owen,2,2296,Catherine Keener,1,2229,Liana Liberato,1,60458,Jason Clarke,2,76512,Viola Davis,1,19492,David Schwimmer,2,14409,rape,570,obsession,1523,lie,2251,job,8438,independent film,10183
False,0,"Animation, Family, Comedy",51170,en,10.567325,Sony Pictures Animation,"US, BE",2010-01-25,0.0,75.0,English,Open Season 3,5.4,113.0,Open Season Collection,66761,"16, 10751, 35",2251,Ciara Bravo,1,144216,Charlie Bright,0,144217,Cody Cameron,2,12095,Karley Scott Collins,1,109784,Mike Epps,2,51944,Cody Cameron,2,12095,,,,,,,,,,
False,14350531,"Action, Comedy, Science Fiction",59678,en,9.93263,"UK Film Council, Studio Canal, Film4",GB,2011-05-12,3964682.0,88.0,English,Attack the Block,6.3,748.0,,,"28, 35, 878","2452, 5870, 9349",Nick Frost,2,11109,Jodie Whittaker,1,66431,John Boyega,2,236695,Luke Treadaway,2,103351,Flaminia Cinque,0,176188,Joe Cornish,2,155531,street gang,542,fireworks,2407,chase,3713,meteor,5404,playground,5500
False,0,"Adventure, Comedy, Drama",59468,en,7.131032,"Elixir Films, Filmax Entertainment",ES,2010-09-10,4430765.0,128.0,"Français, English, Español",The Way,7.2,166.0,,,"12, 35, 18","7301, 7302",Martin Sheen,2,8349,Emilio Estevez,2,2880,Deborah Kara Unger,1,13549,James Nesbitt,2,34715,Yorick van Wageningen,0,31387,Emilio Estevez,2,2880,france,254,father son relationship,494,spain,514,pilgrimage,5864,road trip,7312
False,135000,"Horror, Thriller, Mystery",46221,en,4.863972,"Distracted Media, Zapruder's Other Films, DLSHS",AU,2011-05-19,0.0,90.0,English,The Tunnel,5.6,117.0,,,"27, 53, 9648","23800, 23802, 23805",Bel Deliá,0,135482,Steve Davis,0,135484,Luke Arnold,2,135483,Andy Rodoreda,0,81332,James Caitlin,0,135485,Carlo Ledesma,0,135479,cover-up,9665,labyrinth,18129,dark,33783,subterranean,162801,found footage,163053
False,150000000,"Animation, Family",49444,en,11.481921,DreamWorks Animation,US,2011-05-25,665692281.0,91.0,English,Kung Fu Panda 2,6.7,1925.0,Kung Fu Panda Collection,77816,"16, 10751",521,Jack Black,2,70851,Angelina Jolie,1,11701,Dustin Hoffman,2,4483,Gary Oldman,2,64,Jackie Chan,2,18897,Jennifer Yuh Nelson,1,142312,martial arts,779,hope,3929,fleet,7379,panda,8531,mission,10364
False,160000000,"Action, Science Fiction, Adventure",49538,en,0.738633,"Ingenious Film Partners, Ingenious Media, Twentieth Century Fox Film Corporation, Donners' Company, Dune Entertainment, Dune Entertainment III, Marvel Entertainment, Bad Hat Harry Productions, Big Screen Productions",US,2011-05-24,353624124.0,132.0,"Deutsch, English, Español, Français, Pусский",X-Men: First Class,7.1,5252.0,X-Men Collection,748,"28, 878, 12","289, 290, 306, 431, 444, 6332, 7505, 9168, 10893",James McAvoy,2,5530,Michael Fassbender,2,17288,Jennifer Lawrence,1,72129,Kevin Bacon,2,4724,Rose Byrne,1,9827,Matthew Vaughn,2,957,cia,591,mutant,1852,mine,1960,marvel comic,8828,superhero,9715
False,0,"Drama, Comedy, Romance",49020,en,7.346099,"Film4, Film Agency for Wales, Red Hour Films, Warp (Submarine), Warp Films","GB, US",2011-03-18,864659.0,97.0,English,Submarine,7.4,452.0,,,"18, 35, 10749","9349, 12177, 12178, 12179, 12180",Craig Roberts,2,104561,Sally Hawkins,1,39658,Paddy Considine,2,14887,Noah Taylor,2,1284,Gemma Chan,1,97576,Richard Ayoade,2,98103,beach,966,wales,1209,friendship,6054,bullying,6733,teenage girl,10809
False,30000000,Drama,52505,en,6.212898,"Marc Platt Productions, Handsomecharlie Films, Is or Isn't Entertainment",US,2010-10-28,102000000.0,98.0,English,The Other Woman,6.0,131.0,,,18,"2527, 8873, 36081",Natalie Portman,1,524,Scott Cohen,2,83721,Charlie Tahan,2,49918,Lauren Ambrose,1,54470,Lisa Kudrow,1,14406,Don Roos,2,57579,based on novel,818,romantic rivalry,4516,candlelight vigil,166625,,,,
False,5000000,"Comedy, Drama, Romance",45658,en,4.779994,"Birdsong Pictures, IM Global",US,2010-10-15,2614773.0,97.0,English,Everything Must Go,6.0,210.0,,,"35, 18, 10749","7436, 7437",Rebecca Hall,1,15556,Will Ferrell,2,23659,Glenn Howerton,2,77870,Laura Dern,1,4784,Christopher Jordan Wallace,2,82163,Dan Rush,2,133406,alcohol,567,arizona,1859,beer,4552,playboy,9639,independent film,10183
False,3200000,"Drama, Romance, Comedy",55347,en,6.72639,"Parts and Labor, Olympus Pictures, Focus Features",US,2010-09-11,5332926.0,105.0,"English, Français",Beginners,6.8,353.0,,,"18, 10749, 35","6531, 7400, 10146",Ewan McGregor,2,3061,Christopher Plummer,2,290,Mélanie Laurent,1,19119,Goran Visnjic,2,5725,Kai Lennox,2,21633,Mike Mills,2,17439,gay,237,loss of mother,936,secret,1328,coming out,1862,loss of father,1872
False,50000000,"Thriller, Science Fiction, Mystery",37686,en,19.529911,"Paramount Pictures, Amblin Entertainment, Bad Robot, K/O Camera Toys",US,2011-06-08,260095987.0,112.0,English,Super 8,6.6,2496.0,,,"53, 878, 9648","4, 56, 11461, 23300",Joel Courtney,2,518627,Elle Fanning,1,18050,Riley Griffiths,2,518628,Kyle Chandler,2,3497,Ryan Lee,2,456066,J.J. Abrams,2,15344,1970s,1228,secret,1328,alien,9951,train crash,10663,pistol,13132
False,200000000,"Adventure, Action, Thriller, Science Fiction",44912,en,13.985631,"De Line Pictures, Warner Bros., DC Entertainment",US,2011-06-16,219851172.0,114.0,English,Green Lantern,5.1,2551.0,,,"12, 28, 53, 878","2609, 6194, 9993",Ryan Reynolds,2,10859,Blake Lively,1,59175,Peter Sarsgaard,2,133,Tim Robbins,2,504,Mark Strong,2,2983,Martin Campbell,2,10702,dc comics,849,transformation,4375,superhero,9715,alien,9951,alien infection,15250
False,55000000,"Comedy, Family",58224,en,15.214342,"Twentieth Century Fox Film Corporation, Dune Entertainment, Davis Entertainment, Dune Entertainment III",US,2011-06-17,187361754.0,94.0,English,Mr. Popper's Penguins,5.7,775.0,,,"35, 10751","306, 444, 1302, 6332",Jim Carrey,2,206,Carla Gugino,1,17832,Madeline Carroll,1,62564,Angela Lansbury,1,14730,Ophelia Lovibond,1,82639,Mark Waters,2,54050,taxi,444,restaurant,1946,zoo,2172,penguin,3028,ex husband,5982
False,20000000,Comedy,52449,en,7.310686,"Columbia Pictures, Mosaic Media Group",US,2011-05-16,216197492.0,92.0,English,Bad Teacher,5.4,1634.0,,,35,"5, 748",Cameron Diaz,1,6941,Jason Segel,2,41088,Justin Timberlake,2,12111,Lucy Punch,1,66446,Phyllis Smith,1,169200,Jake Kasdan,2,51851,classroom,1517,teacher,10508,school,10873,workplace humor,210605,,
False,195000000,"Action, Science Fiction, Adventure",38356,en,4.503505,"Paramount Pictures, Di Bonaventura Pictures, Indochina Productions, Hasbro Studios",US,2011-06-28,1123746996.0,154.0,English,Transformers: Dark of the Moon,6.1,3351.0,Transformers Collection,8650,"28, 878, 12","4, 435, 19751, 22826",Shia LaBeouf,2,10959,John Malkovich,2,6949,Ken Jeong,2,83586,Frances McDormand,1,3910,Josh Duhamel,2,19536,Michael Bay,2,865,moon,305,spacecraft,1612,traitor,2052,bodyguard,3088,alien planet,10158
False,30000000,"Comedy, Romance, Drama",59861,en,10.778028,"Universal Pictures, Playtone Productions, Vendome Pictures",US,2011-06-30,36160375.0,98.0,English,Larry Crowne,5.7,369.0,,,"35, 10749, 18","33, 4170, 7460",Tom Hanks,2,31,Julia Roberts,1,1204,Bryan Cranston,2,17419,Cedric the Entertainer,2,5726,Pam Grier,1,2230,Tom Hanks,2,31,classroom,1517,college,3616,teacher,10508,diner,10738,loss of job,14549
False,49900000,Comedy,38319,en,5.67375,"Universal Pictures, Stuber Productions",US,2011-04-08,26121638.0,102.0,English,Your Highness,5.2,511.0,,,35,"33, 4403",Danny McBride,2,62862,James Franco,2,17051,Natalie Portman,1,524,Zooey Deschanel,1,11664,Justin Theroux,2,15009,David Gordon Green,2,64141,kidnapping,1930,traitor,2052,virgin,2389,prince,3071,princess,7376
False,32000000,"Action, Crime, Drama, Thriller",22907,en,7.000421,Rainforest Films,US,2010-08-26,69055695.0,107.0,English,Takers,6.1,399.0,,,"28, 80, 18, 53",1309,Chris Brown,2,31136,Hayden Christensen,2,17244,Matt Dillon,2,2876,Michael Ealy,2,8177,Idris Elba,2,17605,John Luessenhop,2,97026,heist,10051,,,,,,,,
False,80000000,"Comedy, Romance, Family",38317,en,11.341084,"Columbia Pictures, Happy Madison Productions, Sony Pictures Releasing, Broken Road Productions, Metro-Goldwyn-Mayer (MGM), Zookeeper Productions, Hey Eddie",US,2011-07-06,169852759.0,102.0,English,Zookeeper,5.3,509.0,,,"35, 10749, 10751","5, 2608, 3045, 8000, 8411, 46221, 46222",Kevin James,2,32895,Rosario Dawson,1,5916,Sylvester Stallone,2,16483,Nick Nolte,2,1733,Jon Favreau,2,15277,Frank Coraci,2,57370,talking animal,11477,scientist,14760,german accent,15147,ostrich,15148,monkey,15149
False,35000000,"Comedy, Crime",51540,en,9.856955,"New Line Cinema, Rat Entertainment",US,2011-07-08,117000000.0,98.0,English,Horrible Bosses,6.4,2341.0,Horrible Bosses Collection,280588,"35, 80","12, 12007",Jennifer Aniston,1,4491,Jason Bateman,2,23532,Charlie Day,2,95101,Jason Sudeikis,2,58224,Colin Farrell,2,72466,Seth Gordon,2,71600,conspiracy of murder,5514,bad boss,5812,employee,6021,death of father,10201,stakeout,41158
False,200000000,"Animation, Family, Adventure, Comedy",49013,en,13.693002,"Walt Disney Pictures, Pixar Animation Studios",US,2011-06-11,559852396.0,106.0,"English, 日本語, Italiano, Français",Cars 2,5.8,2088.0,Cars Collection,87118,"16, 10751, 12, 35","2, 3",Owen Wilson,2,887,Larry the Cable Guy,2,15897,Michael Caine,2,3895,Emily Mortimer,1,1246,John Turturro,2,1241,John Lasseter,2,7879,car race,830,sequel,9663,comedy,10267,anthropomorphism,11500,best friend,12392
False,10000000,"Horror, Thriller",45657,en,5.727987,"North by Northwest Entertainment, Premiere Picture, A Bigger Boat, FilmNation Entertainment, Echo Lake Entertainment",US,2010-09-13,498974.0,88.0,English,The Ward,5.8,334.0,,,"27, 53","1804, 3870, 5855, 7493, 22308",Lyndsy Fonseca,1,116882,Amber Heard,1,55085,Danielle Panabaker,1,31838,Jared Harris,2,15440,Mamie Gummer,1,47281,John Carpenter,2,11770,nurse,428,mental disease,1313,orderly,3454,farm,4932,electric shock,5157
False,20000000,"Adventure, Comedy, Romance",59860,en,8.34835,"Dune Entertainment, Regency Enterprises, Fox 2000 Pictures, DiNovi Pictures, Dune Entertainment III, Blossom Films","HU, US",2011-07-01,17425000.0,109.0,English,Monte Carlo,6.0,611.0,,,"12, 35, 10749","444, 508, 711, 813, 6332, 32537",Selena Gomez,1,77948,Katie Cassidy,1,55775,Cory Monteith,2,33352,Leighton Meester,1,85825,Andie MacDowell,1,1533,Thomas Bezucha,2,56789,monte carlo,660,mistaken identity,10325,look-alike,11200,young woman,14712,texan,14733
False,0,"Comedy, Thriller, Crime",66195,en,5.935839,Splendid Film,US,2010-07-01,14870.0,93.0,English,The Perfect Host,6.2,136.0,,,"35, 53, 80",8146,David Hyde Pierce,2,11076,Clayne Crawford,2,59671,Nathaniel Parker,2,27631,Helen Reddy,1,553509,,,,Nick Tomnay,2,550681,swimming pool,8181,tea kettle,33341,conga line,33342,spit in the face,33343,convenience store robbery,33454
False,125000000,"Family, Fantasy, Adventure",12445,en,24.990737,"Warner Bros., Heyday Films","GB, US",2011-07-07,1342000000.0,130.0,English,Harry Potter and the Deathly Hallows: Part 2,7.9,6141.0,Harry Potter Collection,1241,"10751, 14, 12","6194, 7364",Daniel Radcliffe,2,10980,Rupert Grint,2,10989,Emma Watson,1,10990,Alan Rickman,2,4566,Maggie Smith,1,10978,David Yates,2,11343,self sacrifice,1430,magic,2343,frog,4456,sorcerer,10821,school,10873
False,15000000,"Drama, Action, Thriller, Crime",64690,en,15.388875,"Bold Films, Marc Platt Productions, Odd Lot Entertainment, FilmDistrict, Motel Movies, Newbridge Film Capital",US,2011-08-06,78054825.0,100.0,English,Drive,7.4,3832.0,,,"18, 28, 53, 80","2266, 2527, 3263, 7263, 11337, 46625",Ryan Gosling,2,30614,Carey Mulligan,1,36662,Bryan Cranston,2,17419,Albert Brooks,2,13,Oscar Isaac,2,25072,Nicolas Winding Refn,2,21183,stuntman,5956,blood splatter,8636,independent film,10183,police chase,11148,extreme violence,14687
False,140000000,"Action, Adventure, Science Fiction",1771,en,19.323582,"Paramount Pictures, Marvel Studios",US,2011-07-22,370569774.0,124.0,"Français, Norsk, English",Captain America: The First Avenger,6.6,7174.0,Captain America Collection,131295,"28, 12, 878","4, 420",Chris Evans,2,16828,Hugo Weaving,2,1331,Tommy Lee Jones,2,2176,Hayley Atwell,1,39459,Sebastian Stan,2,60898,Joe Johnston,2,4945,new york,242,usa,279,world war ii,1956,nazis,2652,marvel comic,8828
